tweeter_tweetid,tweet,sentiment
enteriord_604020869443252225,"Ezen a héten még nem voltam a városban, és jó volt itthon punnyadni :3 Holnap folytatás suli után! 😂",5
czenema_626409645666643972,"@czenema á, sajnos csak péntek délután van hely :/ addig marad a szenvedés",2
mindigminden42_624850701437550592,"Múltkor nosztalgiából hosszú idő után megint Subscribe-ot hallgattam, erre most olvasom, hogy feloszlanak. Vigyáznom kell...",2
noniichan_628541543779995648,@kicsitimike igy igaz ;)),4
Bahndie_527102809766756353,Elérkezett az idő! :) @ Troli Garázs http://t.co/0RMc7JmWOI,4
x868x1_564060306423701506,A martiant meg be kellene fejezni. Azt a maradék 50 oldalt kb...talán holnap,3
edemkovacs_622039243880300544,@Matteussz az istenek eledele,3
zakkantanett_626513011482750976,"@orsolyka egy pillanatra elgondolkoztam, aztán olvastam ezt :D :D",5
CsireLaura_627904092015357952,RT @bogcsa08: Teljesen elkalott az őszi hangulat 🍁🍂,4
tormaatti_626699283534843904,@_PiSTI szakmai fejlődés szempontjából nem rossz ötlet,3
filmklub_627097003625967616,Az Avatar óta egy filmre se pörögtek rá ennyire a magyarok: http://t.co/alqPuEdBJR,3
Cefren__627577547421839360,"@mergenc @Dorcse Ráadásul valószínűleg élvezi is amit csinál,nem kér pénzt azért, hogy leszóljon.A többi ember ezen a területen anyagias.",2
orbanlevi_614811543302217728,@_zeroben mert amerikába elfogadták mindenhol a melegházasságot és zúúúckerberg úr csinált egy alkalmazást a facebookra ahol egyből ilyen,3
giivk_602756243070025728,"@strob A 10 önkiszolgáló kasszából 5-7 soha nem működik. Ott a legnagyobb a sor. Plusz veszel egy sört, máris nem önkiszolgáló.",2
monsieurnor_572119455079264256,Ugye jól fogok aludni a Wikinger Bisztróban most elfogyasztott dupla sajtburger menü 6 dl kólával vacsora után? 😬🍔,3
cippo__594836933911674880,"@LoriKarabekian Lóri, basszus, kis spéttel mostanra raktam össze, h te is elmentél. :(",2
gyuriakien_295273341755998208,"Óriási Samsung fölény a mobilpiacon... 25% a teljes piacon, 30% az okostelefonok között... http://t.co/26ln3hmp @bloghu által",3
coffeelia_593846482991722496,@5cipi0 Van ennél sokkal rosszabb is.:),3
Cefren__625677111731335168,"@Dorcse De, épp csak a parlament messze van :/",2
vkaroly_618833694627905537,RT @icarusdes: Loptam :D Ezért még valaki nagyon megüti a bokáját #pride #hungary http://t.co/I2F0GsqMTu,4
_colorofmyroom_607283368074575872,milyen igaz lol http://t.co/upgx2B2Pae,4
H4k05_624001151617355776,"Két éve a pénteki napon volt akkora tömeg, mint most a nulladikon.",2
sugarfreemuffin_588428259668447233,"hát én csak most jöttem rá, hogy Pilinszky meleg volt, ahw.",2
martongr_552945106698108928,Ébresztő: 3:15. Ennyit az eddigiekről! :D,3
l_angi_622772236525666304,"Már nem tudom, hogy a melegtől vagy a fronttól kezd megint fájni a fejem...Hogy lehet ezt az időt kibírni?",2
francescaforrai_584753711773315072,Huszonkettő-negyvenhárom:,3
jevotska_562959054956691456,Sajttáj (@ Egészségügyi Minisztérium in Budapest) http://t.co/mmC1P8rF2I,3
sixxcomment_623806655608811520,"Egyszerűen katasztrófa, amit az állami sportcsatorna művel a magyar focival http://t.co/QPXTHvkyXF",2
nojko89_561076987486171136,"Acsudába, pont lemaradunk a thai Elvis imitátor showműsoráról, pedig biztos nagyon szürreális élmény lehet :(",2
miraclesportfan_595505601700040704,"Tegnap mar kifejezetten jol ment mindket eskuvoi tancunk, most ugy tunik siker lesz szombaton!:)",4
_krisztx_627966145547661312,"hogy néz ki a szerelem? szerintem pont úgy, ahogyan Ő",4
gyuriakien_428131302571667459,1 milliárd felett az okostelefon eladás (2013-ban) http://t.co/JivJ5BMM8B,3
dori_markovics_626070089389973505,@nataliia1216 azért mert te is csak a palacsintámra hajtasz 😒😂,4
Dorka__294692696214343682,Hogy hívják a kihűlt nyomozó kutyát??,4
rosszember_604059964496297984,Most van az a rész hogy a Google egy életre lekötelez és én tökre nem fogom bánni. Lélek ugyanitt 50 centért... #GooglePhotos,4
Zsofi_27_622657309903310848,RT @hodoniczki: Csak Jöjjön el az a nap.. 👌👊 http://t.co/v7wayN9MWY,2
eszterlancfu_587562792372297728,@nyussziful mi az a masala chai?:O,3
abale96_627218309159763968,@ZotoWitch talon egész jó,4
urbkri_627754376153722880,"Hogy van merszük a jövő hétvégi időjárásról beszélni, mikor azt sem tudják megmondani, hogy ma délután milyen idő lesz??",2
cintke_625079423449059329,"@szoges #true  Minden dolog méreg, ha önmagában nem is az; csupán a mennyiség teszi hogy egy anyag nem méreg. Paracelsus",3
TomTheOverLord_506051895996448768,Kiadó lakást keresek Budapesten sürgősen.,3
szelidvadallat_625715889665626112,"@varazslat most redukálni akarom kicsit a csokibevitelt, úgyhogy nem kell :3",3
bertablogol_619220694430273536,Akkor kezdődjön a maraton 😊📖 http://t.co/aZAlU4WGYY,5
viktorlugosi_432976273066196992,Rászántam magam...megnézem a 3 részes sorozatot is :D #StephenKing #TheShining #tvshow http://t.co/nbZsI5Ss2B,4
pillecukor_blog_620609486433165312,"Megrendeltem a Kerek perecet, lassan teljes lesz a készlet s a kívánságlistámon is kipipálhatok egy tételt 😊",4
orbanlevi_628338191611875328,@_zeroben ja szakadó esőbe :D,3
polskadots_628172081931362304,"@mmatemile nyugi, egy ismerősömnek pl múlt héten :D",3
gyuriakien_433178725476081664,Mozizni a neten? Európa letölt... http://t.co/DOTvwck9dE,3
gtothy_12843135734,@gtothy inkább szarnak mondanám,2
nojko89_599879511879118849,"Pontosan fél éve volt a 25. szülinapom, a nap, amikor a Google-nél reggeliztem Mountain View-ban https://t.co/GBnQ0Wm1U9",3
BiroDavid_435887251713585152,"ma meghalt az a rák aki 2009 óta egy falatot sem evett, csak játszott az étellel #éhenhalt",2
sztyuiphoto_624579412378394625,Kurva anyád MÁV!,1
urbanmale_571986689863880704,"túltoltuk már megint ezt az Eurovíziós Dalfesztivál témát, mert Csemer Boglárkaként eladni egy dalt, amit öten énekelnek, nekem gáz...",2
dobosvok_346741440489070592,Kezd elegem lenni a Bash és Perl scriptekből remélem szerdán sikerül a vizsga,2
tbenedek__604039293473026048,@lipilee hq az ha jól értem akkor 16 megapixel és 1080p alatt nem tömörít. Nekem ez egyelőre elég :),3
kisvirag_625576149431787520,"@imola_85 @doriszka meg esetleg elmondod, mit hogy szeretsz.nálam eddig egyszer volt,de én is takarítottam vele,különben nem lett volna kész",3
Mig_on_twit_628467541883662336,"@csy @myrtlewoodster hahaha, ket autoval ezelotti forgalmimban maradt. Mire kell neked az?",4
H4k05_625741416191393792,A Sikoly és érintőlegesen a posztmodern (a héten lesz mind a 4 rész tőlem),3
horponszorp_528211944172711936,Hiperkarma-nap az emerkettőn!! :),4
szolosijozsef_599177139083173888,Egy kis kiruccanás Tiszaújvárosba. 14:00 A sötétbenlátó tündér,3
_Hangaa_626405281656930304,@MiluAlexandra @h_lili13 @Bianka_Juhsz  hat ez kurva jo lett *-* es akkor meg hogy nincs tehetseged,5
daebak_min_529714046040563712,17 kérdést nem tudok a holnapi éptan órámra..,2
csigger_627729399333437440,Így lesz egy intelligens stadionnak elégedett szurkolója - http://t.co/pCsfQAsdzD,3
danielrenyi_596373858288033792,"jelentős, reprezentatív elemzést végzett imént az MTVA londoni tudósítója a brit választásról - beszélt egy... http://t.co/y9ZDzpxGMk",2
_clard_624246462864621568,"Anyám felhív, hogy vasárnap mennek tiszteletjeggyel a Hungaroringre ráadásul a Super Gold tribünre. Tudja valaki mit jelent ez a Super cucc?",3
szajhos_514434342517764098,"Ilyen éhesen nem érzem, hogy integrálva lennének az agyféltekéim.",2
bertalandavid_595267728732192768,"Azért jó tömegközlekedni Pesten,mert olyanokat hallok, hogy ha a térfigyelővel magyar embert figyelnek meg, az szétbassza a világegyetemet",4
fabigabor_541293517797351424,Ajándékvásárlás karácsonyra: Round 1. ✔️ 🎁🎄,4
anquen__625746565781696512,@RekaRadvanyi @_GRAFI sajnos a helyzetekbol ezert ilyen jok 😉,4
blackdrp_614023647347539968,"Béla újra brillírozott: elmagyarázza, mit jelent az, hogy 1,6 százalék az infláció http://t.co/67eQ1IwtOj",2
kadarmatyas_626459114965725184,@alie404 mit vársz ettől a challenge-től?,3
egyetlenniki_626441136396234752,"Miért fáj az valakinek, hogy én kedves és közvetlen vagyok az emberekkel?!",2
MuntagMarton_522664364059688960,"Ha tudja a telesales-es, mi a nevem, meg a telefonszámom, miért nem tudja, hány éves vagyok? Megspórolhatott volna 2:14 beszélgetést.",2
tarajossrac_624486638807293953,"@idavid_hu Csak tudnám hova a francba sietnek ennyire, ha nem tud 2 megállót végigállni. Akkor ő most fáradt vagy mi?",2
renato_kocz_607830119974084608,"@krxkrax_ @mesi_tunderke kurvára igaz!!! Bár nem vagy krumpli, a másik része az igaz",3
dorkaillusion_619904739820613632,a shadowhunters cast nem ment sdcc-ra.,2
bodortibi_602478874652446720,Azert @LewisHamilton sokat valtozott. Par eve messze nem kezelte volna ilyen jol ezt a helyzetet! #MonacoGP #ForzaFerrari,4
orbanlevi_615239994576388096,Ez gokart rohadt jó :DDDD,5
rekaorsolya_628263700491841536,(legyenmárholnapilyenkor),3
mandula__618757158834958336,"@hexkelly nem biztos, hogy meg szeretnem nezni :D",3
Pikszi_623425987892670465,"Tanulság 1.: ha egy komédia mindenkinek tetszeni akar, az árt neki 2. Még mindig ordítva röhögök, ha valakit palacsintasütővel kupán vágnak.",4
LinaCica86_628540680168677376,"@markangel84 Gondolkodom melyik legyen a következő Pennys plüss. :) Áfonya, zöldalma, füge vagy narancs. :p",4
szolosijozsef_542090757545668608,"Bizonyos emberek nem válltoznak, akkor sem, ha a többi ember értük dolgozik. Érdemes ezekért az emberekért tenni valamit? A TÖBBIekért ...",2
ezanevjolesz_619508819920556033,sírok már teljesen készen vagyok. két kávé után is olyan fáradt vagyok hogy minden szót kétszer kell leírnom mert elbaszom,1
blaskolevi_624366314132512768,"@smileismarci @noniichan Így most már másképp állok hozzá, próbálok eltekinteni a nulla kommunikációtól és a sok bisz-basztól.",3
Real_LisaEM_612003267472719872,Rohadt szar érzés h jövőre szinte csak nekem nem lesz párom a keringőn:(,1
randomdia_626285332946907136,lehet nem a legfostaliga idoben kellett volna beadni szerelohoz a kocsimat..,2
smileismarci_627008765896880130,@smileismarci ez egy geci nagy fos,1
sophienyuszi_623969946784124928,Egy jegzselen osztozunk @pozzone - nel es probalunk nem elolvadni #marmisembirjuk,3
gezakatai_625682603195109380,@bolykidotorg @itsCherin aha értem de úgy gondoltam csak megkeresi nem azért mert onnan akarja folytatni. Vaaagy?,3
szucsitg_628175319715966976,"@idavid_hu a normálisabb albérleteket átalakították, az alja maradt a piacon. Plusz az airbnb már most sem jó befektetés, főleg ha adóznának",2
lor_vagyok_623496168983674880,@Mig_on_twit vagy az DJ akart lenni?,3
Fadam23_609281708983209984,Természetesen kihuztam azt a tételt amiről fogalmam se volt...,1
mexxdesign_524322095472582656,Az egyetemi napok semmik ahhoz képest hogy egy lélek aki elérte hogy szeresd pár mozdulatával közömbös viselkedésével lerombol mindent...,1
Kissur_627869678489206784,ENNYI VAGY MOURINHO PATKÁNY!!! 3 hét 3 kupa. Wáááá! #GoGunners &lt;3,4
_nori1112_626875621512204288,Az iskola mellett megint visszaternek az utolso buszos holtfaradt hazautazasaim.,2
eszticsillag_624468379873767424,Szerintem fázni fogok az otthoni 3o°C-ban.,3
aorcsik_624852864117145600,@dude75 muszáj lesz elolvasni a könyveket :),4
kirallyany_589353379832406016,Bejött a boltba egy lánybúcsúztató party. Odaadtuk ajándékba a Házasság működése című füzetet a menyasszonynak. Értékelte :),4
cattaro_624253561287872512,"Jó 2 órája hallgatom, hogy innen nyugatra folyamatosan dörög az ég. Mindjárt megyek locsolni.",3
Rekaa5SOS_625960188332404736,RT @xnarancsviragx: mostanaban ugy szeretek konyvkritikas blogokat olvasgatni,4
csabosz_625784006014017536,@nahogabor jó sok macera. Megpróbálom előbb könyvtárból kikölcsönözni.,3
sandorjano_564502286911942657,@kisRitta @ktzmtz @_vvega_ Itthon is szép a helyzet. Nézd meg milyen volt. (instagramon van a videó) 😊,3
MrSuperEgo_598926123435741185,Kollega akit már az első napján a pokolba kívánsz...ismerős? #holnapjobblesz,2
urbkri_627521146565566464,"@mergenc egyébként, Te hol dolgozol? :D",3
PriskinBettina_590257167355269120,Imádom a baglyot aki mindig az emberek fejére száll és onnan nézelődik. #owljokes,4
klstmp_627454018298716160,@csabaadi az az az *-*,4
dumi_peti_578114834413146112,Végre lehet nyitott ablaknál dolgozni. Tavasz van. \o/,4
dumi_peti_452900205328105472,"RT @_vvega_: a nap felismerése: ez az ország egy teljesen más valóságot tapasztal meg nap mint nap, mint amit én és majd az összes ismerős…",2
sea_flea_628480717186580480,"RT @sophienyuszi: Ha tudtam volna, hogy ez a felnőtté válás gonosz bölcsességfogakkal jár, akkor inkább gyerek maradtam volna.",3
CsengeDavid_623590240175943680,"@itsthelou more like 99999, örülnék ötvennek",3
DarnyikSzilvia_525693830390382592,Új fényképet tettem közzé a Facebookon http://t.co/PloFg3Nkgq,3
szivedbezarva_607579622797144064,"vesén keresztüli elimináció, kivéve fosinopril...FOSinopril. azt hiszem, ez rögzítve. :D #mostkezdszeplenni #farmak",4
gomboca_622124048710008832,Nem fogom bírni még 2 napig ezt a kánikulát. Mi miért nem kaptunk a hűsítő záporokból???,2
totokj75_615599006052429824,RT @Millasreggeli: Emlékszünk az autóhirdetéses balhéra 2006-ból? Pikkpakk itt az ítélet.... http://t.co/6wOQMmq42v,2
csigez_623913780465008640,"most voltam először mama házában, mióta meghalt. Érdekes élmény volt",3
randomdia_621683452925079552,-tok szep a Parlament,4
szolosijozsef_626716728572157953,"Gyula, nyaralás 3.1 http://t.co/kr9QaUa7wy",3
Paaszti_626619497164734464,"@simontheyellow lehetséges, hogy a párhuzamos futtatás segít :)",4
lagziguru_7569654919,Holnap vasárnap még reggel 10-től megnézheted Szeged és környéki esküvői szolgáltatókat a TIK-ben,3
melleketrin_594509120864124929,"@HausOfCannibal végre! annyit láttam reggel, hogy szavazgatnak az emberek, hogy lány lesz-e vagy fiú, de hogy már meg is van, azt nem :D",5
csengebenge_624946306570670081,mókás hallgatni az álmukban beszélő embereket,4
_Rychy__628186673403330560,"@Dr_Tomi most teljesen rámtört a nosztalgia, első 2 év egyetlen értelmes tárgya volt",4
farkkris_560793291739119616,"az első hó olyan, mint az első magömlés. #wheniusedtobeakid #firstsnow",4
grekasubs_619199144347963396,"#ChasingLife 2x01 az én részem is kész, most nézem át. @ThomasGreg",3
bencarvu_623575281253621760,Imádom a koktélokat 🌈🌈 #comingout #beproudofwhoyouare,5
mimozagirl_623865997167042560,@orsolyka ja hogy te nem ilyen klasszik ruhát akarsz?,3
_krisztx_623545651650035712,itthon érzem magam Zánkán☺️💖,5
sarnyait_617278338458066944,"Meleg ellen. (@ Sörpatika in Győr, Győr-Moson-Sopron) https://t.co/w1tPXaM7AX",4
xnuffx_621561511379619840,🍋 @ Fröccsterasz https://t.co/CydPb4t7wi,4
AzAntu_546753296367505409,"sosem szerettem különösképpen a HarryPotter-t de rájöttem, hogy a karácsony illetve a téli szünet elengedhetetlen része. :O :D 1. indííít.",4
myrthill_568348218796449792,"@danielzsoldos komolyan? demenő! és olyankor mi van, ha egyszerre négyfélét hallok? 😄",4
BarbaraPanther_628147065147793408,"@BarbaraPanther végülis tényleg csak annyi bajom van ezzel a nővel, hogy mindene tökéletes :)))))))))))))))))))))))",4
xnuffx_627839412966133760,"@csy majd max a konyhabútor mellett.. De persze nem érek hozzá, mert ujjlenyomatos lesz :D",4
Lorant07_582688252018225152,@FcknGica szerintem te azt etted volna amit én :),3
csigez_622804718071455744,"@wyctim na bazzeg, tényleg :D",4
cat_a_flame_626755653852393472,"@csy @CiliHebrentch megyek, szakítok a pasimmal.",2
medlajn_584977536041488384,bar apam 30 eves Orosz Erdo Varazsa kolnije meg Sztalin atombunkerjein is atragna magat sisteregve #dorzsoljetekinkabbsonkaval,3
kockasfulu_559782576270110720,"így a VV hogyvoltok olvasása után számomra az a legfélelmetesebb, hogy ez a Fanni kísértetiesen hasonlít egy egyetemet végzett ismerősömre.",2
shittypunkkid_627916514419736576,Festeni támadt kedvem.,4
tormaatti_628496994005200896,Tetszett egy videó (@YouTube): http://t.co/Kz4uHN5XwY – L.E.J - Jimmy (Moriarty cover),4
kisvolga_430602372016898048,"@vbalazs úristen, hát ezt meg most vettem csak észre. egyemmeg, milyen kis világtalan! &lt;3",4
rosszember_580829493968912384,"@abale96 3 years later: mackó te mièrt nem vagy olyan jò az àgyban, mint az a sràc? - màsnap mackò probàlkozàs közben jön rà...",3
bogdantamas_615525971890937856,@butcher__51 @duracelltomi @vadaszilles trollok nem ertik a szarkazmust :),4
pityka21_471363773782319104,@MartinBlond @anedera akkor a Zodiákust ajánlom. David Fincher egyik remekműve szerintem.,3
csigez_622063205142163456,Aktuálpolitika https://t.co/mlzdTmnfXm,1
AttilaFarkas__594943953226588160,@habi89 mit szólsz a CB szituációnkhoz?,3
_czebende__622869784271716352,@kormosiaron @habergowd_ Mi a neten néztük meg a megengegdett méreteket és azoknak nem feleltek meg a táskák.,3
Real_LisaEM_599980476841988096,Jo kis esti bulikat csinálunk majd Oxfordban;),4
szaralami_418325108143292416,nem is vagyok álmos meg semmi,3
sitya_621978645331058689,"@yorkhu ez nem tűnik túl rejtettnek, de köszi :)",4
Bahndie_593750016424050688,Chelydra serpentina :) @ Nyíregyházi Állatpark https://t.co/TfNJrMpoLU,4
oszdaniel_526358148165402624,Melyik a kedvenc teád? — jázminos zöldtea http://t.co/Zv2WTSu6ZJ,3
pillecukor_blog_621726608509009920,"Ez van, ha egy papírmániás kincsekre lel az Aldiban 😊 gyönyörű minták, egyszerűen nem tudtam őket… https://t.co/yQps2VNatR",4
evapeneva_626158723019505664,@Vod4fone azért lehet hozzá gratulálni? :),4
aszabi_626674518061379584,"öcskös kigyomláltad a földet öcskös. öcskös fú másnapos vagyok, öcskös bazdmeg kimászok a sátorból és ledoblak a Taigetoszról #festivallife",3
tsabeeka_619120542076043264,ezt villantották tegnap ilyenkor hongkongban. a guide szerint a 15 perces fényshow naponta 37 milliós… https://t.co/PlioeXLK0V,3
sea_flea_628204708600131584,"vinnyogok, berekedt a bemondó a vonaton.:DDD",5
akostms_628288665966518272,"@tsillaah @hexkelly persze, nem érdekem, hogy meggyőzzelek, csak a beavatkozás maga messze van az ártalmastól, de én itt be is fejeztem :)",2
pazzo_625706353361854465,"Megnéztük az Agymanókat, s mivel Eper ügyeletes, visszajöttünk a kórházba",3
Dorka__301796592917299200,És hogy persze direkt csinálom.... :D,4
edemkovacs_611832134442086400,"@horrowley Én most fogom nyáron rendelni az oculust...nagyon várom.Imádom az ilyen műszaki cuccokat!Örülök,hogy hasznos infóval szolgáltam:)",4
Ni0_626836309374451712,@HiPPoNaX Köszi!,4
pocrescphobia_569820089324847104,RT @orkeny: Mikor halunk meg? Gondolsz erre néha? Nekem már van egy jó sorrendi táblázatom.,3
MilGra_628494620335415296,gutenberg előtt nem is volt betűtészta a paradicsomleveshez?!?! /cc @hazmester,4
pintert_446948378065510400,"@tamasmarton @strob Ha jol emlexem az infora, akkor az Origo-Santa cegcsoporthoz tartozik...",3
DeanWeasel_548152253379776512,#snowman #reindeer #gyor #christmas @ Széchenyi Tér http://t.co/Q4FDaUTfQ7,4
kisRitta_621352569684774912,"@tsillaah hajrá, erős csaj vagy! 💪",4
szajhos_533284769535377408,"Van pár #Inbox meghívóm. 🎫Ha kell, DM-ben jelezd #AkiKapjaMarja",3
emem07_626710666284531716,@angelday az ingyen kolat oszto megmozdulasok koruli tomeg milyen mutatoja a gazdasagnak?,2
BarbaraPanther_628131716905979904,"szép jó reggelt mindenki, nekem nem szép, mert idegbeteg vagyok a pattanás miatt az orrom tövében de semmi gond,ennél ocsmányabb nem lehetek",1
mgy1980_621567619502632960,"@hanulazsp így járt Jappán a hs7-ből a volton az durvább, mióta szőrös-szakállas 17+360 napos fesztiválozókat bérel a nav, biztosra mennek",3
raczatti_591994490245816320,Retour à Ithaque = Havannai éjszakák. Szegény Odüsszeusz.,2
gtothy_9474558048,@hugger88 aláírás mi ?:D,4
szabolcsj_581444177810071552,@Mig_on_twit az nem derült ki mi történik ha kisüt a nap s még hat a szemcsepp? Kiég az dmber szeme vagy iyesmi? :) http://t.co/ZyG3KZy6lL,3
cat_a_flame_628152387769905152,egy kicsit túl optimista ez az app http://t.co/VRDV9B13JM,3
oneselfsnail_617274140425388032,"Nos, megnéztem magam a helyi tv-ben...ezt így nyilvánosan nem is merem kitenni :)",3
fbdbh_436064368623505408,Kérünk még követőket :) @kshkonyvtar @iPon_Games @SFmaghu @VideodromeX,4
CsengeDavid_622414228318777344,@itsthelou geco ennyi hájp utan lehet elkezdem:Dd,4
juditta23_598934202327916546,"eddig csak én állítottam h senkim sincsen és h nem számíthatok senkire, de most végre bizonyítani is tudom.... EZAZ!!!....",2
shittypunkkid_627194000886374400,@Botondpunk rajzolsz nekem?,3
eszticsillag_625014672916398080,12 óra után végre itthon.,4
michancs_628281208191983616,Photo: A Cég (helyszín: Hvg.hu) http://t.co/IsUDMF8Ae5,3
zsoltacsai_453618241404145664,@kukac7 szerintem 2-3 hónap és akaratlanul minden XP-s bitcoint fog bányászni 💰,3
mirza_ost_623372770056011776,"és van másik a fantasztikus Palvin Barbis reklámból, hát ez megint egy csodás nap lesz :3",4
csabamarosi_628462810138312704,"RT @tamasmarton: KERESEK öcsémnek iPhone 5S-t, gyári függetlent, 32gb-os vagy annál nagyobb méretben. Van valakinek eladó? :) RT-t előre is…",3
cluedo11_522527598841454592,"alig várom, hogy ipad air 2 + apple pay kombóval fizessek a sarki pékségben",4
shittypunkkid_626479644653547520,@szivritmuszavar most a rosszra csábítasz?😅😅😅😅😘,5
kockasfulu_569481291986567169,"különleges élmény felnőttebb fejjel nézni azokat a doramákat, amiket 14 évesen imádtál...",3
xcselex_618337710781112324,Két teljes héten át egyedül leszek az irodában. #mosteppnemnyaralok,4
tinaa__616694131318849537,"@Tiiinaaa_ @nyussziful most hoztuk be őket, mind kap ruhát, meg testrészeket!",4
lenszirom_426389908253446144,"@Lor____ @terdelyi ja, és persze, mint mindig, mindenhol vannak kivételek. én bunkó elsőszülött vagyok, vállalom, de legalább törődő.",3
ParkInZone_614825797615026176,RT @gklka: Kinyitottam a Facebookot. Minden profilkép színes lett. Becsuktam a Facebookot.,2
mgyrdn_627548032083587072,"estére terveztem elkezdeni a némaságot, erre szembejött egy cikk, hogy jövőre jön a film – egyrészt, véletlenek nincsenek, másrészt mostmár",3
szbarnabas_626331733173137408,@rosszember ahhoz mergával kellett volna jönnöm dolgozni!,3
Paaszti_606687375939534848,Biciklitúrázni indultunk. Pont arrafelé csöpögött az eső és valamiért gitárt is akartunk magunkkal vinni. :D #álmok,3
Hoschek__628468657312669696,"@Dorcse Kettőig ott leszek, ha akkor járnál esetleg arra... 😄✌",4
kistatu_556014802607566848,@gaborbiri bökővé is átalakítható,3
nkaaa_624661811330162688,Ezt a Yummbert ki kell próbálni: http://t.co/HRi0H5qT6z,4
_ihadnoidea_597437830256795648,"@_rebelka  amugy remelem nem baj, hogy elarultam a kovetoidnek a muli nevet (es most ujra leirtam)",3
kelt_628499177396404224,@unfanatic jajajaj! azt hiszem ez a kedvencem https://t.co/QuRIQzkcIh :),4
Ittbentvagyok_617373566741430277,"@terdelyi Fagyikehelyről nem tudok, de elég nagy gömbökben mérik a fagyit az Azúr fagyizóban :). https://t.co/QQJcfxoD4F",4
myrthill_573572216442503169,"újabb lépés a jogsi felé, hogy tudok újraéleszteni 👍 #sosekelljen",3
MuntagMarton_616244962003435520,A közös pénz megöli a mediterránokat http://t.co/OGoKJ3hxCa,2
Glamilla_592111192296009728,subwayes szendvicset akarok. MOST :(,2
SzaboKatalin_506123618812985344,újra Szegeden---&gt;sörkert :),4
anedera_625595485445836800,"Számomra felfoghatatlan, hogy ezek valódi emberek http://t.co/9bEjP9uooH",2
the_great_vince_313788388744499203,RT @mno_hu: DopeMan MAFIA néven pártot alapít,4
gabornemethi_620952880556699648,"Mint egy gazdag idős ember, akit a lányai öltöztetnek.",3
MademoisellMaya_627780735664046080,https://t.co/k11kcNbmS7 #respect Valaki aki nem csak beszél de cselekszik is,4
viktoriaivan_628215939599867904,Im at Zugló vasútállomás in Budapest https://t.co/o5M0L9orSY,3
fuckidli_619203941969063936,"várom itt hogy felbukkanjon keresztanyu meglepni mamát szülinapján, mire rájövök hogy ma csütörtök van nem péntek :(",2
fazekasmuro_626318556850950144,@MrCelebrityform Nincs mit! Máskor is! :D Én is beírtam már! :D,4
szelidvadallat_626460382387900416,"@Matteussz ja, amúgy én is :D",4
krisztina_warga_563022530680987648,"@melleketrin uhh, nem bírnám. ez nagyon idegen a füleimnek, legalább akkor rendszeresen csinálnák, hogy szokjam. :D",2
essg023_627408291774263297,"@torda7 cca. 120 € a benzin oda vissza. Aztán osztódik szét, attól függ h hány utas lesz =)",3
sandorjano_571359883091709952,"@rekaanna @sbistvan Velünk ezt munkahelyen csináltatták meg, nekem 18 lett. (Minőségellenőr vagyok, azért kellett megcsinálni) 😀",4
radob10_414884847966904321,@endzsolblu  akkor én az enyémet??? :) nyiregyházi vagy? :D,4
khaleesiisqueen_627476536506089472,Kávéztunk a törzshelyünkön @_allelopatia -val ☕💕 http://t.co/hhmg63D6ZE,4
szandii099_593458344557473792,"Megadom a szomszédoknak azt az élvezetet hogy olyan hangerőn hallgatom a zenét, hogy ők is hallhassák.",3
pnc__601719676989743104,"@cat_a_flame hülye twitter, az instagrammal még jó van",2
BoboTheDoc_627446766800080896,Awww mit találtam itthon *_* (thx to nevelőapám) http://t.co/qsjL3EXhYm,4
LakatosZsolt_618467266401816576,"@attilagyongyosi ugyanez a történet, framework frissítés volt, méghozzá alig 3 évet ugrottunk időben :)",3
juergirl_615527487431438336,"Sír a szám egy bicikliért. Főleg, hogy ki is néztem egyet az én alacsonyságomhoz, s megcsap kint a kellemes biciklizős idő... Ó-ó!",2
cippo__616375097868337154,"@3lchy ne is mondd, holnap indulunk jógatáborba. Nehezebb pillanataimban legalább felidézem ezt a kis cicás opuszt.:)",4
cippo__623422391142739968,"Lehet, h #közhasznú, nekem mindenesetre új információ, h a Flórián téri aluljáróban a lángosos csak 14-ig tart nyitva. Gondoltam, szólok.",2
adamsolymos_377443076987695104,"Óó bakker, nekem is akkor kell beszállni a #JavaScript biznicbe, amikor már végeláthatatlan mennyiségü tanulnivaló van! Poor me.",2
egyszeruenpeter_594811600122552320,Az Anyák napi orgonát a szomszéd kertje támogatta https://t.co/U8S9bxZxTV,4
Bahndie_504607821481381889,Mi a különbség a két kép között? :/ http://t.co/SEvyiFZCt7,1
suunni_626839411636965376,"olyat buliznak a hajón a nyugdíjasok, hogy megirigyeltem őket. keményebbek mint én",4
_monana_628544685921935360,"Onnan tudod, hogy szingli vagy hogy hajnali egykor a Clueless lépcsőn ülös jelenetét pörgeted vissza újra és újra netflixen.",2
dumi_peti_561308919415734272,@kisRitta én majdnem bevettem ma az év első fájdalomcsillapítóját szintén tequila miatt. :D,2
DoraSzell_566934427767668737,"A progresszióra éhezők viadalaAddig is, amíg el nem jő a baloldali Katniss Everdeen... adjunk el popkultúrával politikai publicisztikát!",2
timarmatyas_603207531884879872,"A te honlapod mobilbarát? Használd a Google eszközét, és teszteld le most! Katt:... http://t.co/E0WuHuVjla",3
szekereszsolt6_624862391424188416,"a facebook-on a szülinaposok miért köszönik meg, hogy gondoltak rájuk? NEM GONDOLNI RÁ, KI VAN ÍRVA, HOGY SZÜLINAPJA VAN!",2
